Agent,Scores,Cost,Milis
GreedyAgent,1163,937,212.03374862670898
GreedyAgent,-933,2953,396.65961265563965
GreedyAgent,-592,2722,371.8743324279785
GreedyAgent,932,1198,181.28561973571777
GreedyAgent,499,1561,216.92276000976562
GreedyAgent,289,1821,255.98621368408203
GreedyAgent,925,1175,183.61330032348633
GreedyAgent,-1096,3246,447.7102756500244
GreedyAgent,631,1459,217.72170066833496
GreedyAgent,959,1271,199.77283477783203
GreedyAgent,1359,781,137.99643516540527
GreedyAgent,1654,506,106.51373863220215
GreedyAgent,1223,887,154.39581871032715
GreedyAgent,1113,1007,173.58136177062988
GreedyAgent,-1051,3221,439.99433517456055
GreedyAgent,1542,638,121.34528160095215
GreedyAgent,346,1804,256.61230087280273
GreedyAgent,702,1418,203.9039134979248
GreedyAgent,1433,627,132.2457790374756
GreedyAgent,1266,784,203.11689376831055
GreedyAgent,1360,720,135.12897491455078
GreedyAgent,1262,828,148.25677871704102
GreedyAgent,1101,1009,169.94881629943848
GreedyAgent,1256,834,154.70433235168457
GreedyAgent,1283,817,148.96702766418457
GreedyAgent,1302,808,142.90237426757812
GreedyAgent,1110,970,176.11122131347656
GreedyAgent,1145,915,151.8540382385254
GreedyAgent,665,1495,224.30062294006348
GreedyAgent,1276,834,160.29620170593262
GreedyAgent,1383,717,195.02019882202148
GreedyAgent,1485,545,116.02020263671875
GreedyAgent,849,1271,191.7858123779297
GreedyAgent,1149,971,177.05225944519043
GreedyAgent,306,1754,275.03418922424316
GreedyAgent,1229,921,155.1225185394287
GreedyAgent,1365,735,137.65501976013184
GreedyAgent,1294,766,141.2343978881836
GreedyAgent,1137,943,190.46711921691895
GreedyAgent,1216,854,160.48526763916016
GreedyAgent,1213,897,146.62981033325195
GreedyAgent,1250,880,158.36524963378906
GreedyAgent,1361,749,162.40549087524414
GreedyAgent,1133,927,194.81253623962402
GreedyAgent,994,1156,237.82873153686523
GreedyAgent,1563,527,105.78513145446777
GreedyAgent,1494,626,134.6445083618164
GreedyAgent,-1392,3502,457.18884468078613
GreedyAgent,392,1708,253.2210350036621
GreedyAgent,803,1337,197.45326042175293
GreedyAgent,1422,718,131.23202323913574
GreedyAgent,1265,825,141.49141311645508
GreedyAgent,839,1251,198.1985569000244
GreedyAgent,1066,1054,173.62594604492188
GreedyAgent,1337,793,139.94359970092773
GreedyAgent,-293,2393,332.31210708618164
GreedyAgent,1016,1054,186.47146224975586
GreedyAgent,999,1101,195.6198215484619
GreedyAgent,1227,883,190.43445587158203
GreedyAgent,-89,2159,384.27281379699707
GreedyAgent,713,1337,254.10699844360352
GreedyAgent,1368,702,133.58736038208008
GreedyAgent,1487,633,131.79421424865723
GreedyAgent,962,1118,274.625301361084
GreedyAgent,-815,2895,468.4464931488037
GreedyAgent,1145,935,163.39540481567383
GreedyAgent,441,1649,263.86547088623047
GreedyAgent,1305,855,155.46488761901855
GreedyAgent,1267,793,181.66565895080566
GreedyAgent,1522,568,126.47318840026855
GreedyAgent,848,1172,207.49521255493164
GreedyAgent,1163,967,217.3459529876709
GreedyAgent,885,1225,229.6452522277832
GreedyAgent,1324,736,139.57762718200684
GreedyAgent,781,1299,199.38087463378906
GreedyAgent,1200,960,164.84713554382324
GreedyAgent,947,1133,187.79349327087402
GreedyAgent,-283,2353,344.7721004486084
GreedyAgent,-34,2184,333.0080509185791
GreedyAgent,1288,812,150.34079551696777
GreedyAgent,-58,2138,323.66037368774414
GreedyAgent,812,1398,279.71744537353516
GreedyAgent,-826,2906,437.467098236084
GreedyAgent,1330,770,136.7321014404297
GreedyAgent,-48,2108,312.969446182251
GreedyAgent,-35,2145,311.8467330932617
GreedyAgent,723,1337,211.29131317138672
GreedyAgent,-959,2989,478.65915298461914
GreedyAgent,1470,630,127.49576568603516
GreedyAgent,1201,939,193.55535507202148
GreedyAgent,1231,909,197.13950157165527
GreedyAgent,921,1179,216.68481826782227
GreedyAgent,939,1111,189.300537109375
GreedyAgent,1013,1037,170.42160034179688
GreedyAgent,1018,1082,182.74450302124023
GreedyAgent,847,1313,214.6584987640381
GreedyAgent,1260,850,208.62126350402832
GreedyAgent,1765,355,94.47717666625977
GreedyAgent,198,1842,277.28939056396484
GreedyAgent,1668,372,89.22386169433594
DepthSearchAgent,429,1671,613.7433052062988
DepthSearchAgent,141,1879,641.0229206085205
DepthSearchAgent,621,1509,552.6440143585205
DepthSearchAgent,483,1647,628.6337375640869
DepthSearchAgent,293,1767,640.190601348877
DepthSearchAgent,823,1287,462.55016326904297
DepthSearchAgent,376,1724,620.0628280639648
DepthSearchAgent,888,1262,553.0056953430176
DepthSearchAgent,428,1662,479.87866401672363
DepthSearchAgent,1216,1014,486.73510551452637
DepthSearchAgent,673,1467,571.6156959533691
DepthSearchAgent,683,1477,535.4342460632324
DepthSearchAgent,173,1937,631.7620277404785
DepthSearchAgent,748,1372,513.2637023925781
DepthSearchAgent,857,1313,548.5312938690186
DepthSearchAgent,678,1502,542.273759841919
DepthSearchAgent,272,1878,581.5260410308838
DepthSearchAgent,188,1932,578.0701637268066
DepthSearchAgent,61,1999,630.526065826416
DepthSearchAgent,515,1535,583.5368633270264
DepthSearchAgent,-123,2203,789.130449295044
DepthSearchAgent,374,1716,613.0402088165283
DepthSearchAgent,193,1917,594.8810577392578
DepthSearchAgent,431,1659,514.3859386444092
DepthSearchAgent,597,1503,557.7809810638428
DepthSearchAgent,434,1676,609.3027591705322
DepthSearchAgent,591,1489,561.7990493774414
DepthSearchAgent,494,1566,537.8334522247314
DepthSearchAgent,729,1431,679.912805557251
DepthSearchAgent,492,1618,590.4891490936279
DepthSearchAgent,590,1510,541.3763523101807
DepthSearchAgent,610,1420,546.2021827697754
DepthSearchAgent,760,1360,538.4767055511475
DepthSearchAgent,37,2083,754.6236515045166
DepthSearchAgent,981,1079,449.6769905090332
DepthSearchAgent,1012,1138,431.12683296203613
DepthSearchAgent,631,1469,560.8859062194824
DepthSearchAgent,433,1627,571.5897083282471
